DAY 01,laud,"vt. 찬양하다, 기리다, 칭찬하다 n.기림, 찬미, 찬양, 칭찬"
DAY 01,tension,"n. ① (정신적) 긴장, 불안, 흥분② (정세·관계 등의) 긴박, 긴장 상태③ <물리> 장력, 응력"
DAY 01,squalid,"a. 더러운, 누추한, 지저분한"
DAY 01,rigid,"a. ① 엄격한, 융통성 없는② 굳은, 딱딱한, 뻣뻣한"
DAY 01,entrepreneur,"n. 실업가, 기업가, 사업가, 전문 경영자"
DAY 01,approximately,"ad. 대략, 대강, 얼추"
DAY 01,signify,"v. ① 의미하다, 뜻하다② 알리다, 보이다"
DAY 01,cohort,"n. ① (통계적으로 동일한 특색이나 행동 양식을 공유하는) 집단, 코호트② 친구, 동료; (어떤 사람의) 지지자"
DAY 01,illustrate,"v. ① 설명하다, 예증(例證)하다; ~의 예증이 되다② (~에) 도해[삽화]를 넣다"
DAY 01,verdant,"a. ① 신록의, 푸릇푸릇한, 초목으로 뒤덮인② 순진한, 경험 없는, 미숙한"
DAY 01,check,"n. ① 저지, 억제② 대조, 점검 v. ① 저지하다; 억제하다, 억누르다② 대조[검사]하다, 조사[점검]하다"
DAY 01,prescribe,"v. ① 규정[지시]하다, 명하다② (약을) 처방하다"
DAY 01,mimesis,"n. 모사(摹寫), 모방"
DAY 01,fix,"v. ① 고정[고착]시키다② 결정하다; (일시·가격 등을) 정하다③ 고치다, 수리[수선]하다 n곤경, 궁지."
DAY 01,circuitous,"a. ① 우회로의, 빙 둘러가는② (말 따위가) 에두르는, 간접적인, 넌지시 말하는"
DAY 01,guffaw,"n. 갑작스런 너털웃음, (천한) 큰 웃음 v.시끄럽게[크게] 웃다"
DAY 01,subdue,"vt. ① 진압하다, 정복하다② (감정 등을) 억누르다"
DAY 01,crafty,"a. 교활한, 간사한; 교묘한"
DAY 01,buttress,"vt. 지지하다, 보강하다, 뒷받침하다 n.지지(물), 버팀목, 떠받치는 것[사람]"
DAY 01,quirk,"n. ① (사람의 성격에서) 별난 점; 기벽② 기이한 일, 우연"
DAY 01,parallel,"a. ① 평행의, 평행하는, 나란한[to, with]② <비유> 같은 종류의, 유사한 n.유사물; 필적하는 것[사람], 대등한 사람[to] vt.~에 필적시키다; ~에 유사[필적, 상당]하다"
DAY 01,irksome,"a. 지루한, 귀찮은, 짜증나는"
DAY 01,skull,"n. ① 두개골② <구어·경멸적> 머리, 두뇌"
DAY 01,disprove,"vt. ~의 반증을 들다, 그릇됨을 증명하다, 논박하다"
DAY 02,elementary,"a. 초보의, 초급의; 기본적인, 근본적인"
DAY 02,dogma,"n. ① 교의, 교리; 신조 ② 독단적인 주장"
DAY 02,modify,v. ① 수정[변경]하다; 조절하다 ② (형용사·부사 등이 다른 어구를) 수식하다; (어구의 의미를) 한정하다
DAY 02,stationary,"a. 움직이지 않는, 정지된"
DAY 02,altruistic,"a. 이타주의적인, 이타적인"
DAY 02,rapture,"n. 큰 기쁨, 환희, 황홀, 열중"
DAY 02,deprive,"vt. (물건·권리 등을) 빼앗다, 허용치 않다, 주지 않다[of]"
DAY 02,impasse,"n. 난국, 곤경, 교착상태"
DAY 02,liberal,"a. ① 아끼지 않는, 인색하지 않은② 관대한, 편견이 없는, 관습[인습]에 얽매이지 않는③ 교양[생각]을 넓히기 위한, (일반) 교양의"
DAY 02,volition,"n. 의지, 결의, 의지력"
DAY 02,evaporate,v. ① (액체가) 증발하다; (액체를) 증발시키다② (차츰) 사라지다[증발하다]
DAY 02,flaccid,"a. 연약한, 축 늘어진"
DAY 02,bankrupt,"a. 파산한, 지급 능력이 없는 n. 파산자, 지급불능자"
DAY 02,epitome,"n. ① 완벽한 본보기, 전형② 요약, 발췌"
DAY 02,pester,"vt. 괴롭히다, 고통을 주다 n. 훼방, 방해, 성가신 사람, 골칫거리"
DAY 02,conventional,"a. ① 전통적인, 인습적인② 틀에 박힌, 형식적인, 판에 박힌; 진부한③ (특히 무기가) 재래식의, 비핵의"
DAY 02,risible,"a. 웃을 수 있는; 잘 웃는; 우스운, 익살스런"
DAY 02,summit,"n. ① (산의) 정상, 산꼭대기② 절정, 정점 ③ 정상 회담, 수뇌 회담"
DAY 02,dispel,"vt. (걱정·공포 등을) 떨쳐버리다, 없애다"
DAY 02,prodigal,"a. ① 낭비하는, 방탕한② 풍부한, 남아도는, 아낌없이 주는"
DAY 02,agriculture,"n. 농업, 농경"
DAY 02,hibernate,vi. (동물이) 동면(冬眠)하다; (들어박혀) 겨울을 지내다
DAY 02,client,"n. ① 소송 의뢰인② 고객, 단골"
DAY 02,thoughtful,"a. ① 사려 깊은, 신중한② 인정[동정심] 있는, 친절한③ 생각에 잠긴"
DAY 02,flout,"v. 경멸하다, 비웃다, 조롱하다, 무시하다n. 경멸, 우롱, 조롱"
DAY 02,nexus,"n. 결합, 연결, 관계, 유대"
DAY 02,dichotomy,"n. 양분(兩分), 둘로 갈림, 이분법"
DAY 02,withdraw,"v. ① (뒤로) 물러나다, 철수하다; 철수시키다② (약속·명령·제의 등을) 취소[철회]하다③ (계좌에서 돈을) 인출하다"
DAY 02,ostensible,"a. 표면상의, 겉보기만의"
DAY 02,photosynthesis,n. 광합성(光合成)
DAY 02,surplus,"n. ① 나머지, 여분, 잉여② 흑자 a. ① 나머지의, 여분의② 흑자의"
DAY 02,calculate,"v. ① 계산하다, 산정하다, 추계하다 ② 예측하다, 어림하다, 추정하다, 평가하다"
DAY 02,introvert,n. 내향적인[내성적인] 사람 a. 내향적인[내성적인]
DAY 02,maze,"n. ① 미로(迷路), 미궁(迷宮)② 당혹, 혼란, 분규 v. 어리둥절하게 하다, 혼란스럽게 하다"
DAY 02,pragmatic,"a. ① 실용적인; 실용주의의 ② 분주한, 활동적인"
DAY 02,grief,"n. ① (깊은) 슬픔, 비탄, 비통 ② 비탄의 원인"
DAY 02,anomalous,"a. 변칙의, 이례적인"
DAY 02,seize,"v. ① (갑자기) (붙)잡다, 붙들다, 꽉 (움켜)쥐다 ② (기회 등을) 붙잡다, 포착하다③ 빼앗다, 탈취[강탈]하다; 몰수하다, 압류하다"
DAY 02,yoke,"n. ① (짐을 끌도록 마소에게 씌우는) 멍에② (보통 the ∼) 속박, 지배; 압제"
DAY 02,involve,"vt. ① 연루시키다, 말려들게 하다, 휩쓸리게 하다② (필연적으로) 수반하다, 포함하다③ 몰두시키다, 열중시키다"
DAY 02,congenial,"a. ① (사람이) 마음이 맞는, 같은 성질인② (직업·환경 등이) (~에) 알맞은[적합한], 쾌적한③ 기분 좋은, 즐거운, 친절한"
DAY 02,trigger,"vt. (일련의 사건·반응 등을) 일으키다, 유발하다, ~의 계기가 되다n. (총의) 방아쇠; (반응사건을 유발한) 계기[도화선]"
DAY 02,scope,"n. ① (지력·연구·활동 등의) 범위, 영역; (정신적) 시야② (능력 등을 발휘할) 여유, 여지, 배출구[for]"
DAY 02,resign,v. ① 사직[사임]하다 ② (권리·요구 등을) 포기[단념]하다
DAY 02,byproduct,n. ① 부산물② (뜻밖의) 부작용
DAY 02,jubilant,"a. 매우 기뻐하는, 기쁨에 넘치는"
DAY 02,adduce,"vt. (증거·이유 등을) 제시하다, 인용하다"
DAY 02,fraud,"n. ① 사기, 협잡; 사기행위, 부정 수단② 협잡꾼, 사기꾼"
DAY 02,plunder,"v. 약탈하다, (강제로) 빼앗다; (물건을) 훔치다"
DAY 02,civilization,"n. ① 문명(文明), 문화② 문명화, 교화, 개화"
DAY 03,upheaval,"n. 대변동, 격변"
DAY 03,provisional,"a. 일시적인, 잠정적인, 임시의"
DAY 03,abide,"v. ① 머무르다, 체류하다[at, in]② <보통 부정문·의문문> 견디다, 참다"
DAY 03,species,n. ① 종(種: 생물 분류의 기초 단위)② (공통의 특성을 지닌) 종류
DAY 03,belligerent,"a. ① 호전적인, 공격적인② 전쟁중인, 교전국의n. 교전국"
DAY 03,consume,"v. 다 써 버리다; 소비하다, 소모하다"
DAY 03,stagnant,"a. ① (물·공기 등이) 흐르지 않는, 괴어 있는 ② 침체된, 부진한"
DAY 03,rue,"v. 후회하다, 뉘우치다 n. 비탄; 후회"
DAY 03,propaganda,"n. ① (주의·신념의) 선전; 선전 활동 ② (선전하는) 주의, 주장"
DAY 03,demean,"vt. 위신을 떨어뜨리다, 품위를 손상시키다, 비하하다"
DAY 03,aftermath,"n. (전쟁·재해 등의) 결과, 여파, 후유증"
DAY 03,modulate,v. 조정하다; 조절하다
DAY 03,showy,"a. ① 화려한, 현란한② 허식부리는, 허영에 들뜬"
DAY 03,partake,"v. ① 참가[참여]하다, 함께 하다[in, of]② (~의 성질을) 얼마간 띠다, (~한) 기색이 있다[of]"
DAY 03,culprit,"n. ① 범죄자, 범인② (문제의) 원인"
DAY 03,invigorate,"vt. ① 기운 나게 하다, 활기를 북돋우다② (상황·조직 등을) 활성화하다"
DAY 03,talkative,"a. 이야기하기 좋아하는, 수다스러운, 말이 많은"
DAY 03,scorn,"n. ① 경멸, 멸시, 비웃음, 냉소② 멸시, 조롱; 경멸의 대상, 웃음거리 v. 경멸하다, 모욕하다"
DAY 03,founder,"n. 창립자, 설립자, 창시자 v. ① (배가) 침몰하다② (사업·계획 등이) 실패하다"
DAY 03,custom,"n. ① 관습, 풍습; 습관② (pl.) 관세; 세관, 통관 절차"
DAY 03,expect,"v. ① 기대[예상]하다; 기다리다② (아기를) 출산할 예정이다, 임신 중이다"
DAY 03,chimerical,"a. 공상적인, 비현실적인, 기상천외한"
DAY 03,drown,"v. ① 물에 빠뜨리다, 익사시키다; 물에 빠지다, 익사하다 ② 흠뻑 젖게 하다; (물에) 잠그다"
DAY 03,replica,"n. 모사(摹寫), 복제; 복제품, 모형"
DAY 03,pierce,"v. ① 꿰찌르다, 꿰뚫다, 관통하다② 간파하다, 통찰하다"
DAY 03,apparent,"a. ① 확실히 보이는; 명백한, 분명한② 외견(만)의, 겉치레의"
DAY 03,muggy,"a. 무더운, 후텁지근한"
DAY 03,infer,"v. ① 추리하다, 추론하다② (간접적으로) 뜻하다, 암시하다"
DAY 03,disparate,"a. (본질적으로) 다른, 공통점이 없는, (완전히) 다른 종류의"
DAY 03,emergency,"n. 비상[돌발] 사태, 위급, 위급한 경우"
DAY 03,vanquish,"vt. ① 정복하다, 패배시키다② (경기·논쟁 등에서) (상대를) 이기다"
DAY 03,gingerly,"ad. 매우 신중하게, 조심스럽게a. 매우 조심스러운, 신중한"
DAY 03,domicile,"n. 주소, 주거, 거주지, 집"
DAY 03,humane,"a. 인도적인, 인정 있는, 자비로운, 잔혹하지 않은"
DAY 03,lineage,"n. 혈통, 계통, 가계"
DAY 03,whisper,"v. ① 속삭이다, 소곤거리다② (중상모략으로 ~에 대해) 남몰래 숙덕거리다, 몰래 말을 퍼뜨리다 n. 속삭임, 귀엣말"
DAY 03,outcry,"n. ① 부르짖음, 절규, 비명② (대중들의) 격렬한 항의"
DAY 03,factual,"a. 사실의, 사실에 입각한; 실제의"
DAY 03,avocation,"n. ① 부업② 취미, 취미삼아 하는 일, 여가 활동"
DAY 03,enlarge,"v. ① 확대하다, 확장하다, 넓히다② 상세하게 설명[진술]하다[on]"
DAY 03,botany,n. 식물학
DAY 03,resume,"v. 재개하다[되다], 다시 시작하다[되다]"
DAY 03,pseudonym,"n. (특히 작가의) 필명; 가명, 익명"
DAY 03,nonchalant,"a. ① 무관심한, 냉담한② 차분한, 태연한"
DAY 03,zodiac,"n. ① (the ∼) <천문학> 황도대(黃道帶); 12궁(宮)② (시간·세월 등의) 일주(一週); <비유> 범위, 한계"
DAY 03,cardinal,"a. ① 주요한, 기본적인② 붉은, 주홍색의 n. ① 추기경② 홍관조"
DAY 03,interminable,"a. 끝없는, 지루하게 긴"
DAY 03,blame,"vt. ① 나무라다, 비난하다[for] ② ~의 책임[원인]으로 보다, (죄·잘못 등을) ~의 탓으로 돌리다[on, for]"
DAY 03,threat,"n. ① 협박, 위협; 위협적인 상황; 위협적인 존재② (나쁜 일의) 징조, 조짐, 기미"
DAY 03,susceptible,a. 영향을 받기 쉬운; 민감한[to]
DAY 04,adroit,"a. 능숙한, 솜씨 좋은, 교묘한"
DAY 04,chronicle,n. 연대기; 역사vt. 연대순으로 기록하다
DAY 04,prototype,"n. ① 원형, 기본형; 시제품② 모범, 모델, 본보기가 되는 사람[것]"
DAY 04,successive,"a. 연속적인, 잇따른, 계속되는"
DAY 04,notify,"vt. ~에게 통지하다, 공고[발표]하다"
DAY 04,counter,"n. ① 계산대; 판매대② (남의 생각입장 등에 대한) 반작용, 반대 v. ① 반박하다, 논박하다 ② (무엇의 악영향에) 대응하다"
DAY 04,distort,"vt. ① (사실 등을) 왜곡하다② (형체․모습․소리를) 일그러뜨리다, 비틀다"
DAY 04,eulogy,"n. ① 찬사, 칭송② (특히 죽은 사람에 대한) 송덕문(頌德文), 추도연설"
DAY 04,differentiate,"v. ① 구별[차별]하다, 식별하다[from]② 분화시키다; 특수화시키다 ③ 달라지다, 구별이 생기다; 분화하다"
DAY 04,brazen,"a. ① 뻔뻔스러운, 철면피의② 놋쇠로 만든"
DAY 04,patriotism,n. 애국심
DAY 04,improvise,v. (연주·연설 등을) 즉흥적으로[즉석에서] 하다
DAY 04,momentous,"a. 중요한, 중대한"
DAY 04,feat,"n. ① 위업(偉業); 공적, 공훈② 묘기, 재주, 곡예"
DAY 04,contemporary,"a. ① 같은 시대의, 동시대의② 현대의, 당대의 n. 동시대[동시기]의 사람; 동년배 사람"
DAY 04,synopsis,n. (글·희곡 등의) 개요
DAY 04,recognize,"v. ① 알아보다; 인지하다② (공로 등을) 인정하다, 감사하다, 표창하다③ (사실을) 인정하다; 승인하다"
DAY 04,devoid,"a. 결여된, ~이 없는[of]"
DAY 04,archaeology,n. 고고학
DAY 04,pious,a. ① 신앙심이 깊은; 경건한② (세속적인 데 대해) 종교적인
DAY 04,criticize,"v. ① (사람을) 비판하다, 비난하다② (작품을) 비평하다, 평론하다"
DAY 04,inmate,"n. (병원·양로원·교도소 등의) 입소자, 수감자, 입원환자, 피수용자"
DAY 04,slap,"n. ① 손바닥으로 (뺨을) 때림, 철썩하고 때리기; 타격② 모욕, 비난 vt. ① 찰싹 때리다② 혹평하다, 모욕을 주다"
DAY 04,loquacious,"a. 말이 많은, 수다스러운"
DAY 04,writ,n. (법원의) 영장
DAY 04,vindicate,"vt. ① 정당성[진실성]을 입증하다② 혐의를 풀다③ (권리·주의 등을) 주장[지지, 옹호]하다, 요구하다"
DAY 04,treatise,"n. (학술) 논문, 보고서"
DAY 04,magnify,v. ① (렌즈 등으로) 확대하다; 크게 보이게 하다② 과장하다
DAY 04,roseate,"a. ① 낙관적인② 장밋빛의, 장미색의"
DAY 04,promote,"vt. ① 진전[진척]시키다, 조장[증진]하다, 장려하다② (계급·지위 등을) 올리다, 승진시키다③ 홍보하다"
DAY 04,diplomat,"n. 외교관; 외교 수완에 능한 사람, 흥정을 잘하는 사람"
DAY 04,conform,"v. ① (규칙·관습 등에) 따르다, 순응하다[to]② 적합[순응]시키다[to, with]"
DAY 04,banquet,"n. (공식) 연회[만찬], 향연; 축연(祝宴)"
DAY 04,enrich,vt. ① 부유하게 만들다; 풍부하게 하다; 비옥하게 하다② (내용·빛깔·맛 등을) 진하게 하다; (음식의) 영양가를 높이다 ③ (동위 원소를) 농축하다
DAY 04,quixotic,"a. 돈키호테 같은; 공상적인, 비현실적인"
DAY 04,hazard,"n. ① 위험, 모험; 위험요소② 우연; 운 vt. 위태롭게 하다; ~을 걸다; 운에 맡기고 해보다"
DAY 04,abstain,"vi. ① 삼가다, 자제하다, 절제하다; 금주하다[from] ② (투표를) 기권하다"
DAY 04,furtive,"a. 은밀한, 남몰래 하는"
DAY 04,innate,"a. 타고난, 선천적인"
DAY 04,stimulate,"v. ① 격려하다, 고무하다② 자극하다, 흥미[관심]를 불러일으키다"
DAY 04,receptacle,"n. ① 그릇, 용기(容器)② 피난처, 은신처"
DAY 04,exhaust,"v. ① 다 써버리다, 고갈시키다; 기진맥진하게 만들다 ② (어떤 주제에 대해) 샅샅이[철저히] 다루다 n. (기체의) 배출; 배기가스"
DAY 04,junction,"n. ① 연합, 접합, 연락, 합체 ② 접합점, 교차점; (강의) 합류점"
DAY 04,overwhelm,vt. ① 압도[제압]하다② 당황[난처]하게 하다
DAY 04,archaic,"a. 낡은, 고풍의, 구식의"
DAY 04,gamut,"n. ① (사물의) 전 범위, 전 영역② <음악> 전 음계; (목소리·악기의) 전 음역"
DAY 04,technical,"a. ① (과학) 기술의, 기술적인② 전문의, 전문적인; (학문·직업·기술 등이) 특수한"
DAY 04,stun,"vt. ① 기절시키다, 인사불성에 빠지게 하다② 어리벙벙하게 하다, 아연하게 하다, 대경실색케 하다"
DAY 04,biopsy,"n. 생체 검사, 생검(생체 조직의 현미경 검사)"
DAY 04,prevail,"vi. ① 우세하다, 이기다[against, over]② 만연[팽배]하다, 보급되다, 유행하다 [among, in ③ 잘 되다, 효과를 나타내다④ (사람을) 설복하다, 설득하여 ~시키다[on, with]"
DAY 05,humiliate,"vt. 굴욕감을 주다, 창피를 주다"
DAY 05,affluent,"a. 부유한, 풍부한"
DAY 05,peddler,n. ① 행상인② (소문 등을) 퍼뜨리는 사람
DAY 05,steady,"a. ① (발달이나 전개 등이) 꾸준한② 변함[변동]없는, 고정적인, 한결같은③ 흔들림 없는, 안정된"
DAY 05,descry,"vt. 어렴풋이 알아보다, 발견하다"
DAY 05,ethnic,"a. 인종의, 민족의; (소수) 민족[종족]에 관한[전해지는]"
DAY 05,plod,v. ① 터벅터벅 걷다② 끈기 있게 일[공부]하다
DAY 05,subtle,"a. ① 미묘한, 포착하기 어려운 ② 엷은, 희박한, 희미한 ③ (지각·감각 등이) 예민한, 명민한; (두뇌 등이) 명석한, 회전이 빠른"
DAY 05,boon,"n. 혜택, 은혜, 이익, 요긴한 것"
DAY 05,insinuate,"v. ① 넌지시 비추다, 암시하다② (사상·감정 등을) 은근히 주입하다[심어주다]"
DAY 05,monetary,"a. ① 화폐의, 통화의 ② 금전상의, 재정상의"
DAY 05,discrepancy,"n. 차이, 불일치"
DAY 05,contradict,"v. ① (어떤 사람의 말을) 부정[부인]하다, 반박하다② (행동·사항·말이) ~과 모순되다"
DAY 05,zest,"n. ① 강한 흥미, 열정, 열의② 풍미, 맛"
DAY 05,animate,"vt. ① 살리다, 생명을 불어넣다② 생기를 주다, 활기를 띠게 하다; 격려하다, 고무하다"
DAY 05,imperious,"a. ① 전제적인, 오만한, 고압적인 ② 절박한, 긴급한"
DAY 05,preclude,"vt. ① 방해하다, 가로막다② 배제[제외]하다, 배척하다[from]"
DAY 05,spendthrift,"a. 낭비하는, 낭비벽이 있는n. 돈을 헤프게 쓰는 사람, 낭비벽이 있는 사람"
DAY 05,drought,"n. ① 가뭄② 고갈, 결핍"
DAY 05,oblong,"a. ① 직사각형의 ② 길쭉한, 길게 늘여진"
DAY 05,stem,"v. ① 일어나다, 생기다, 유래하다[from]② 저지하다, 막다n. (초목의) 줄기, 대"
DAY 05,insurrection,"n. 반란, 폭동"
DAY 05,gratify,"vt. ① (욕구 등을) 만족시키다, 충족시키다② 기쁘게 하다, 흐뭇하게 하다"
DAY 05,frantic,"a. 광란의, 미친 듯한"
DAY 05,cavity,"n. ① 공동(空洞); 움푹 들어간 곳, 빈 곳, 구멍② 충치, 충치의 구멍"
DAY 05,precarious,"a. 불안정한, 믿을 수 없는; 위험한, 위태로운"
DAY 05,reduce,"v. ① (규모·크기·양 등을) 줄이다, 축소하다; (가격 등을) 할인하다 ② (신분·지위를) 낮추다, 격하시키다, 영락[몰락]하게 하다③ (어떤 상태로) 떨어뜨리다, 몰아넣다; <보통 수동태> 부득이 ~하게 하다[to]"
DAY 05,stopgap,"n. 임시방편 a. 임시변통의, 임시의, 미봉책의"
DAY 05,comprehensive,"a. ① 포괄적인, 종합적인 ② 이해력이 있는, 이해가 빠른"
DAY 05,tribulation,"n. 고난, 고생, 시련"
DAY 05,revile,"v. 욕하다, 욕설을 퍼붓다, 매도하다"
DAY 05,admission,"n. ① 입장(허가), 입학(허가), 입국(허가) ② 입장료; 입회[입학]금③ 자백, 고백, 시인, 인정"
DAY 05,laborious,"a. ① (일 등이) 힘든, 어려운 ② 근면한, 부지런히 일하는"
DAY 05,wrath,"n. (극도의) 분노, 노여움, 격노"
DAY 05,distinctive,"a. 독특한, 특유의"
DAY 05,mesmerize,vt. ① 최면술을 걸다② 매혹시키다
DAY 05,cautious,"a. 주의 깊은, 신중한"
DAY 05,nirvana,"n. 열반, 해탈, 해탈의 경지"
DAY 05,vertical,"a. 수직의, 직립한, 세로의"
DAY 05,exhibit,"v. ① 전람[전시]하다, 출품하다, 진열하다② (징후·감정 등을) 나타내다, 보이다, 드러내다 n. ① 공시, 전람, 전시, 진열; 전시회, 전람회② 전시품, 진열품"
DAY 05,mishap,"n. 불행한 사건, 사고, 재난"
DAY 05,breathtaking,"a. 깜짝 놀랄 만한, 아슬아슬한"
DAY 05,clue,n. (수수께끼를 푸는) 실마리; (조사·연구의) 단서
DAY 05,gleam,"n. ① 어렴풋한 빛, (새벽 등의) 미광(微光); 섬광 ② (감정·희망·기지 등의) 번득임 v. ① 번쩍이다, 빛나다; 미광을 발하다; 잠깐 보이다[나타나다] ② (생각·희망 등이) 번득이다, 어렴풋이 나타나다"
DAY 05,abject,"a. ① 절망적인, 비참한② 비열한"
DAY 05,foresee,"v. 예견하다, 앞일을 내다보다, 미리 알다"
DAY 05,ruddy,"a. 불그레한, 혈색이 좋은"
DAY 05,punishment,"n. ① 벌, 형벌, 처벌② 응징, 징계③ 난폭한 취급, 혹사, <구어> 학대"
DAY 05,uplift,"vt. ① 올리다, 들어 올리다② (사회적·도덕적·지적으로) 향상시키다, (정신을) 고양하다 n. ① 올림, 들어 올림"
DAY 05,epoch,"n. (중요한 사건이 일어났던) 시대; (역사·정치 등의) 새 시대, 신기원"
DAY 06,outweigh,vt. ~보다 중요하다[뛰어나다]
DAY 06,flippant,"a. 경박한, 경솔한, 건방진"
DAY 06,panel,"n. 토론자단, 강사단; 심사원단, 조사원단, (전문) 위원단"
DAY 06,sporadic,"a. 산발적인, 때때로 일어나는"
DAY 06,declare,"v. ① 선언[공표]하다, 단언[언명]하다② (세관·세무서에서 과세품 등을) 신고하다"
DAY 06,anthology,"n. 명시 선집, 명문집; (한 작가의) 선집"
DAY 06,infringe,"v. ① (행동·계획 등이 법규를) 위반하다② (법적 권리를) 침해하다[on, upon]"
DAY 06,chronic,"a. (병이) 만성의, 고질의; (버릇이) 상습적인"
DAY 06,expend,"v. (시간·노력·돈 등을) 들이다, 쓰다, 소비하다; 다 써 버리다"
DAY 06,burden,"n. ① 무거운 짐, 짐② (정신적인) 짐, 부담; 걱정, 고생 vt. ~에게 짐을 지우다; 괴롭히다, 부담을 지게 하다"
DAY 06,snooze,"v. ① 졸다, 선잠 자다, 잠깐 자다, 꾸벅꾸벅 졸다② (시간을) 빈둥빈둥 보내다"
DAY 06,defunct,"a. 죽은; 소멸한, 현존하지 않는"
DAY 06,hearsay,"n. 소문, 풍문"
DAY 06,mutable,"a. 변하기 쉬운, 변덕스러운"
DAY 06,allay,"vt. ① (공포·불안·흥분 등을) 가라앉히다② (고통·슬픔 등을) 누그러뜨리다, 경감[완화]시키다"
DAY 06,crucial,"a. 결정적인, 매우 중요한"
DAY 06,paraphrase,"v. (쉽게) 바꿔 쓰다[말하다], 말을 바꿔서 설명하다, 패러프레이즈하다"
DAY 06,terrain,"n. ① 지대, 지역② 지형; 지세"
DAY 06,lucrative,"a. 유리한, 수익성이 좋은"
DAY 06,inception,"n. 처음, 시작, 개시, 발단"
DAY 06,disregard,"vt. 무시하다, 문제시하지 않다; 경시하다 n. 무시, 등한; 경시"
DAY 06,kin,"n. 친족, 친척, 일가 a. [서술적] 동족인, 친척 관계인; 동류인, 동질인[to]"
DAY 06,revoke,"v. (명령·약속·특권 따위를) 철회[폐지, 취소]하다, 무효로 하다, 해약하다"
DAY 06,binary,"a. ① 둘[쌍, 복]의② 2진법의 n. 2진수"
DAY 06,consensus,"n. (의견 따위의) 일치, 합의, 일치된 의견, 여론"
DAY 06,insular,"a. ① 섬의, 섬과 관련된② 배타적인, 편협한"
DAY 06,mangle,"v. ① 토막토막 베다, 난도질하다, 짓이기다 ② (문장·연주 등을) 엉망으로 만들다, 망쳐버리다"
DAY 06,ecology,n. 생태학; 인류[인간] 생태학; 생태 환경
DAY 06,prolong,vt. (시간적·공간적으로) ~을 연장하다; 길어지게 하다; 연기하다
DAY 06,reminiscent,"a. ① 상기[연상]시키는, 회상하게 하는, 암시하는 ② (말·표정 등이) 옛날을 회상하는 (듯한), 추억의, 회고(담)의"
DAY 06,vow,"n. 맹세, 서약 v. 맹세하다, 서약하다"
DAY 06,spokesman,n. 대변인
DAY 06,collaborate,"vi. 공동으로 일하다, 협력[협동]하다; 공동 연구하다"
DAY 06,witticism,"n. 재치 있는 말, 재담, 익살, 경구"
DAY 06,accuse,"v. ① 고발하다, 고소하다[of]② 비난하다[of]"
DAY 06,peerless,"a. 비할 데 없는, 유례없는"
